Номер отсчёта;Время, с;Напряжение 2_19.06_lmax-1, В
1166;-76,66;0,0344
1167;-76,64;0,0344
1168;-76,62;0,0344
1169;-76,6;0,0352
1170;-76,58;0,0344
1171;-76,56;0,0344
1172;-76,54;0,0344
1173;-76,52;0,0352
1174;-76,5;0,0344
1175;-76,48;0,0352
1176;-76,46;0,034
1177;-76,44;0,0344
1178;-76,42;0,0328
1179;-76,4;0,0328
1180;-76,38;0,0328
1181;-76,36;0,0328
1182;-76,34;0,0336
1183;-76,32;0,034
1184;-76,3;0,0336
1185;-76,28;0,0336
1186;-76,26;0,034
1187;-76,24;0,0336
1188;-76,22;0,0328
1189;-76,2;0,034
1190;-76,18;0,032
1191;-76,16;0,0328
1192;-76,14;0,0336
1193;-76,12;0,0352
1194;-76,1;0,0344
1195;-76,08;0,034
1196;-76,06;0,034
1197;-76,04;0,034
1198;-76,02;0,0328
1199;-76;0,0336
1200;-75,98;0,034
1201;-75,96;0,034
1202;-75,94;0,034
1203;-75,92;0,034
1204;-75,9;0,034
1205;-75,88;0,034
1206;-75,86;0,0336
1207;-75,84;0,0336
1208;-75,82;0,0336
1209;-75,8;0,0336
1210;-75,78;0,034
1211;-75,76;0,034
1212;-75,74;0,0336
1213;-75,72;0,034
1214;-75,7;0,0328
1215;-75,68;0,0328
1216;-75,66;0,0328
1217;-75,64;0,0336
1218;-75,62;0,0328
1219;-75,6;0,0328
1220;-75,58;0,0336
1221;-75,56;0,034
1222;-75,54;0,0336
1223;-75,52;0,0336
1224;-75,5;0,0328
1225;-75,48;0,0336
1226;-75,46;0,0328
1227;-75,44;0,0336
1228;-75,42;0,0328
1229;-75,4;0,0336
1230;-75,38;0,0336
1231;-75,36;0,0328
1232;-75,34;0,0336
1233;-75,32;0,034
1234;-75,3;0,0328
1235;-75,28;0,0336
1236;-75,26;0,0328
1237;-75,24;0,0328
1238;-75,22;0,034
1239;-75,2;0,0336
1240;-75,18;0,0336
1241;-75,16;0,0336
1242;-75,14;0,0336
1243;-75,12;0,0336
1244;-75,1;0,0336
1245;-75,08;0,0336
1246;-75,06;0,0336
1247;-75,04;0,034
1248;-75,02;0,034
1249;-75;0,0336
1250;-74,98;0,0336
1251;-74,96;0,0336
1252;-74,94;0,0336
1253;-74,92;0,0328
1254;-74,9;0,0336
1255;-74,88;0,0336
1256;-74,86;0,0336
1257;-74,84;0,0336
1258;-74,82;0,0336
1259;-74,8;0,0328
1260;-74,78;0,0336
1261;-74,76;0,0336
1262;-74,74;0,0336
1263;-74,72;0,034
1264;-74,7;0,0328
1265;-74,68;0,0336
1266;-74,66;0,0328
1267;-74,64;0,0336
1268;-74,62;0,0336
1269;-74,6;0,034
1270;-74,58;0,0328
1271;-74,56;0,0328
1272;-74,54;0,0324
1273;-74,52;0,0328
1274;-74,5;0,0328
1275;-74,48;0,0336
1276;-74,46;0,0328
1277;-74,44;0,0328
1278;-74,42;0,0324
1279;-74,4;0,0324
1280;-74,38;0,0324
1281;-74,36;0,032
1282;-74,34;0,0324
1283;-74,32;0,0324
1284;-74,3;0,0324
1285;-74,28;0,0324
1286;-74,26;0,032
1287;-74,24;0,032
1288;-74,22;0,0324
1289;-74,2;0,0324
1290;-74,18;0,032
1291;-74,16;0,0324
1292;-74,14;0,032
1293;-74,12;0,0324
1294;-74,1;0,0324
1295;-74,08;0,0312
1296;-74,06;0,032
1297;-74,04;0,0324
1298;-74,02;0,032
1299;-74;0,032
1300;-73,98;0,032
1301;-73,96;0,0312
1302;-73,94;0,0296
1303;-73,92;0,0308
1304;-73,9;0,0296
1305;-73,88;0,032
1306;-73,86;0,0312
1307;-73,84;0,0324
1308;-73,82;0,0324
1309;-73,8;0,0324
1310;-73,78;0,032
1311;-73,76;0,0324
1312;-73,74;0,032
1313;-73,72;0,032
1314;-73,7;0,0324
1315;-73,68;0,032
1316;-73,66;0,0324
1317;-73,64;0,0312
1318;-73,62;0,032
1319;-73,6;0,032
1320;-73,58;0,0324
1321;-73,56;0,032
1322;-73,54;0,032
1323;-73,52;0,0324
1324;-73,5;0,0324
1325;-73,48;0,0312
1326;-73,46;0,0312
1327;-73,44;0,032
1328;-73,42;0,032
1329;-73,4;0,0324
1330;-73,38;0,032
1331;-73,36;0,0324
1332;-73,34;0,0308
1333;-73,32;0,032
1334;-73,3;0,032
1335;-73,28;0,032
1336;-73,26;0,0304
1337;-73,24;0,032
1338;-73,22;0,0312
1339;-73,2;0,0324
1340;-73,18;0,0324
1341;-73,16;0,0328
1342;-73,14;0,0328
1343;-73,12;0,0324
1344;-73,1;0,0328
1345;-73,08;0,0324
1346;-73,06;0,0324
1347;-73,04;0,0328
1348;-73,02;0,0324
1349;-73;0,0324
1350;-72,98;0,0328
1351;-72,96;0,0328
1352;-72,94;0,0336
1353;-72,92;0,0328
1354;-72,9;0,0328
1355;-72,88;0,0328
1356;-72,86;0,0324
1357;-72,84;0,0324
1358;-72,82;0,0324
1359;-72,8;0,0324
1360;-72,78;0,0312
1361;-72,76;0,0308
1362;-72,74;0,0312
1363;-72,72;0,032
1364;-72,7;0,0308
1365;-72,68;0,032
1366;-72,66;0,0304
1367;-72,64;0,0312
1368;-72,62;0,0312
1369;-72,6;0,0312
1370;-72,58;0,0308
1371;-72,56;0,0308
1372;-72,54;0,032
1373;-72,52;0,0324
1374;-72,5;0,0324
1375;-72,48;0,032
1376;-72,46;0,0324
1377;-72,44;0,0324
1378;-72,42;0,0324
1379;-72,4;0,032
1380;-72,38;0,0324
1381;-72,36;0,032
1382;-72,34;0,032
1383;-72,32;0,0308
1384;-72,3;0,0312
1385;-72,28;0,0304
1386;-72,26;0,0304
1387;-72,24;0,0308
1388;-72,22;0,0312
1389;-72,2;0,032
1390;-72,18;0,032
1391;-72,16;0,0324
1392;-72,14;0,0328
1393;-72,12;0,0324
1394;-72,1;0,032
1395;-72,08;0,032
1396;-72,06;0,032
1397;-72,04;0,032
1398;-72,02;0,032
1399;-72;0,032
1400;-71,98;0,0312
1401;-71,96;0,032
1402;-71,94;0,0312
1403;-71,92;0,032
1404;-71,9;0,0312
1405;-71,88;0,0324
1406;-71,86;0,0304
1407;-71,84;0,0308
1408;-71,82;0,0308
1409;-71,8;0,0312
1410;-71,78;0,0312
1411;-71,76;0,032
1412;-71,74;0,0304
1413;-71,72;0,0312
1414;-71,7;0,0308
1415;-71,68;0,0308
1416;-71,66;0,0312
1417;-71,64;0,0312
1418;-71,62;0,0308
1419;-71,6;0,0308
1420;-71,58;0,0312
1421;-71,56;0,0312
1422;-71,54;0,0308
1423;-71,52;0,0308
1424;-71,5;0,0312
1425;-71,48;0,0308
1426;-71,46;0,0312
1427;-71,44;0,0308
1428;-71,42;0,0308
1429;-71,4;0,0308
1430;-71,38;0,0308
1431;-71,36;0,0308
1432;-71,34;0,0312
1433;-71,32;0,0312
1434;-71,3;0,0292
1435;-71,28;0,028
1436;-71,26;0,0276
1437;-71,24;0,0292
1438;-71,22;0,0304
1439;-71,2;0,0304
1440;-71,18;0,0304
1441;-71,16;0,0308
1442;-71,14;0,0308
1443;-71,12;0,0308
1444;-71,1;0,0308
1445;-71,08;0,0308
1446;-71,06;0,0304
1447;-71,04;0,0312
1448;-71,02;0,0304
1449;-71;0,0308
1450;-70,98;0,0308
1451;-70,96;0,0312
1452;-70,94;0,0308
1453;-70,92;0,0312
1454;-70,9;0,0312
1455;-70,88;0,032
1456;-70,86;0,0312
1457;-70,84;0,0304
1458;-70,82;0,0308
1459;-70,8;0,0308
1460;-70,78;0,0308
1461;-70,76;0,0304
1462;-70,74;0,0308
1463;-70,72;0,0308
1464;-70,7;0,0304
1465;-70,68;0,0308
1466;-70,66;0,0308
1467;-70,64;0,0308
1468;-70,62;0,0308
1469;-70,6;0,0312
1470;-70,58;0,0308
1471;-70,56;0,0308
1472;-70,54;0,0304
1473;-70,52;0,0308
1474;-70,5;0,0308
1475;-70,48;0,0304
1476;-70,46;0,0304
1477;-70,44;0,0296
1478;-70,42;0,0304
1479;-70,4;0,0304
1480;-70,38;0,0304
1481;-70,36;0,0304
1482;-70,34;0,0296
1483;-70,32;0,0304
1484;-70,3;0,0304
1485;-70,28;0,0296
1486;-70,26;0,0296
1487;-70,24;0,0304
1488;-70,22;0,0304
1489;-70,2;0,0304
1490;-70,18;0,0296
1491;-70,16;0,0296
1492;-70,14;0,0296
1493;-70,12;0,0296
1494;-70,1;0,0296
1495;-70,08;0,0304
1496;-70,06;0,0304
1497;-70,04;0,0304
1498;-70,02;0,0296
1499;-70;0,0296
1500;-69,98;0,0296
1501;-69,96;0,0296
1502;-69,94;0,0296
1503;-69,92;0,0304
1504;-69,9;0,0296
1505;-69,88;0,0296
1506;-69,86;0,0296
1507;-69,84;0,0304
1508;-69,82;0,0296
1509;-69,8;0,0292
1510;-69,78;0,0296
1511;-69,76;0,0296
1512;-69,74;0,0296
1513;-69,72;0,0296
1514;-69,7;0,0304
1515;-69,68;0,0296
1516;-69,66;0,0296
1517;-69,64;0,0292
1518;-69,62;0,0292
1519;-69,6;0,0296
1520;-69,58;0,0296
1521;-69,56;0,0304
1522;-69,54;0,0304
1523;-69,52;0,0304
1524;-69,5;0,0308
1525;-69,48;0,0296
1526;-69,46;0,0308
1527;-69,44;0,0308
1528;-69,42;0,0308
1529;-69,4;0,0296
1530;-69,38;0,0296
1531;-69,36;0,0292
1532;-69,34;0,028
1533;-69,32;0,0288
1534;-69,3;0,026
1535;-69,28;0,0272
1536;-69,26;0,0248
1537;-69,24;0,0272
1538;-69,22;0,026
1539;-69,2;0,028
1540;-69,18;0,0272
1541;-69,16;0,0288
1542;-69,14;0,026
1543;-69,12;0,0292
1544;-69,1;0,0248
1545;-69,08;0,0244
1546;-69,06;0,0272
1547;-69,04;0,0288
1548;-69,02;0,0292
1549;-69;0,0308
1550;-68,98;0,0292
1551;-68,96;0,0292
1552;-68,94;0,0288
1553;-68,92;0,0288
1554;-68,9;0,0292
1555;-68,88;0,0288
1556;-68,86;0,0288
1557;-68,84;0,0292
1558;-68,82;0,0288
1559;-68,8;0,0276
1560;-68,78;0,0232
1561;-68,76;0,026
1562;-68,74;0,026
1563;-68,72;0,0276
1564;-68,7;0,0292
1565;-68,68;0,0288
1566;-68,66;0,0292
1567;-68,64;0,0292
1568;-68,62;0,0292
1569;-68,6;0,0292
1570;-68,58;0,0292
1571;-68,56;0,0292
1572;-68,54;0,0288
1573;-68,52;0,0292
1574;-68,5;0,0292
1575;-68,48;0,0292
1576;-68,46;0,0288
1577;-68,44;0,0288
1578;-68,42;0,0288
1579;-68,4;0,0288
1580;-68,38;0,0276
1581;-68,36;0,028
1582;-68,34;0,026
1583;-68,32;0,0264
1584;-68,3;0,028
1585;-68,28;0,0296
1586;-68,26;0,0292
1587;-68,24;0,0292
1588;-68,22;0,0288
1589;-68,2;0,0288
1590;-68,18;0,0288
1591;-68,16;0,0292
1592;-68,14;0,0292
1593;-68,12;0,0288
1594;-68,1;0,0292
1595;-68,08;0,0288
1596;-68,06;0,0288
1597;-68,04;0,0276
1598;-68,02;0,0288
1599;-68;0,0288
1600;-67,98;0,0276
1601;-67,96;0,028
1602;-67,94;0,028
1603;-67,92;0,0288
1604;-67,9;0,0288
1605;-67,88;0,0288
1606;-67,86;0,0288
1607;-67,84;0,0276
1608;-67,82;0,028
1609;-67,8;0,0288
1610;-67,78;0,0288
1611;-67,76;0,0276
1612;-67,74;0,0256
1613;-67,72;0,0264
1614;-67,7;0,0264
1615;-67,68;0,028
1616;-67,66;0,0288
1617;-67,64;0,0288
1618;-67,62;0,0272
1619;-67,6;0,024
1620;-67,58;0,0232
1621;-67,56;0,024
1622;-67,54;0,026
1623;-67,52;0,0276
1624;-67,5;0,028
1625;-67,48;0,0288
1626;-67,46;0,0288
1627;-67,44;0,028
1628;-67,42;0,0256
1629;-67,4;0,0264
1630;-67,38;0,028
1631;-67,36;0,0296
1632;-67,34;0,0292
1633;-67,32;0,0288
1634;-67,3;0,0288
1635;-67,28;0,026
1636;-67,26;0,0204
1637;-67,24;0,0244
1638;-67,22;0,0216
1639;-67,2;0,024
1640;-67,18;0,0276
1641;-67,16;0,0264
1642;-67,14;0,0288
1643;-67,12;0,0296
1644;-67,1;0,0292
1645;-67,08;0,0292
1646;-67,06;0,0292
1647;-67,04;0,0288
1648;-67,02;0,028
1649;-67;0,0288
1650;-66,98;0,028
1651;-66,96;0,028
1652;-66,94;0,0272
1653;-66,92;0,0272
1654;-66,9;0,028
1655;-66,88;0,0288
1656;-66,86;0,0296
1657;-66,84;0,0296
1658;-66,82;0,0296
1659;-66,8;0,0304
1660;-66,78;0,028
1661;-66,76;0,028
1662;-66,74;0,024
1663;-66,72;0,0256
1664;-66,7;0,028
1665;-66,68;0,0288
1666;-66,66;0,0292
1667;-66,64;0,0288
1668;-66,62;0,0276
1669;-66,6;0,0288
1670;-66,58;0,028
1671;-66,56;0,0288
1672;-66,54;0,028
1673;-66,52;0,028
1674;-66,5;0,028
1675;-66,48;0,0288
1676;-66,46;0,0272
1677;-66,44;0,0292
1678;-66,42;0,0292
1679;-66,4;0,0296
1680;-66,38;0,0292
1681;-66,36;0,0296
1682;-66,34;0,0292
1683;-66,32;0,0304
1684;-66,3;0,0292
1685;-66,28;0,0304
1686;-66,26;0,0292
1687;-66,24;0,0292
1688;-66,22;0,0288
1689;-66,2;0,0292
1690;-66,18;0,028
1691;-66,16;0,0272
1692;-66,14;0,0272
1693;-66,12;0,0272
1694;-66,1;0,0264
1695;-66,08;0,028
1696;-66,06;0,0276
1697;-66,04;0,028
1698;-66,02;0,0288
1699;-66;0,0292
1700;-65,98;0,0296
1701;-65,96;0,0296
1702;-65,94;0,0296
1703;-65,92;0,0292
1704;-65,9;0,0288
1705;-65,88;0,0296
1706;-65,86;0,0272
1707;-65,84;0,0288
1708;-65,82;0,0272
1709;-65,8;0,0276
1710;-65,78;0,028
1711;-65,76;0,028
1712;-65,74;0,0272
1713;-65,72;0,0288
1714;-65,7;0,0288
1715;-65,68;0,0276
1716;-65,66;0,0248
1717;-65,64;0,0272
1718;-65,62;0,0248
1719;-65,6;0,028
1720;-65,58;0,028
1721;-65,56;0,0288
1722;-65,54;0,0292
1723;-65,52;0,0296
1724;-65,5;0,0292
1725;-65,48;0,0292
1726;-65,46;0,0276
1727;-65,44;0,0288
1728;-65,42;0,0276
1729;-65,4;0,0276
1730;-65,38;0,0276
1731;-65,36;0,0292
1732;-65,34;0,0288
1733;-65,32;0,028
1734;-65,3;0,028
1735;-65,28;0,028
1736;-65,26;0,0288
1737;-65,24;0,0288
1738;-65,22;0,0288
1739;-65,2;0,0288
1740;-65,18;0,028
1741;-65,16;0,0288
1742;-65,14;0,0292
1743;-65,12;0,028
1744;-65,1;0,0276
1745;-65,08;0,0288
1746;-65,06;0,0292
1747;-65,04;0,0292
1748;-65,02;0,0296
1749;-65;0,0296
1750;-64,98;0,0292
1751;-64,96;0,0292
1752;-64,94;0,0292
1753;-64,92;0,0296
1754;-64,9;0,0292
1755;-64,88;0,0304
1756;-64,86;0,0292
1757;-64,84;0,0292
1758;-64,82;0,0296
1759;-64,8;0,0292
1760;-64,78;0,0292
1761;-64,76;0,0292
1762;-64,74;0,0292
1763;-64,72;0,0292
1764;-64,7;0,0276
1765;-64,68;0,0256
1766;-64,66;0,0272
1767;-64,64;0,0264
1768;-64,62;0,0248
1769;-64,6;0,0276
1770;-64,58;0,0228
1771;-64,56;0,0256
1772;-64,54;0,026
1773;-64,52;0,0276
1774;-64,5;0,0276
1775;-64,48;0,0288
1776;-64,46;0,0288
1777;-64,44;0,0292
1778;-64,42;0,0288
1779;-64,4;0,0292
1780;-64,38;0,0244
1781;-64,36;0,0256
1782;-64,34;0,0264
1783;-64,32;0,028
1784;-64,3;0,0288
1785;-64,28;0,0292
1786;-64,26;0,0288
1787;-64,24;0,028
1788;-64,22;0,028
1789;-64,2;0,028
1790;-64,18;0,0276
1791;-64,16;0,0288
1792;-64,14;0,026
1793;-64,12;0,0264
1794;-64,1;0,0276
1795;-64,08;0,0288
1796;-64,06;0,0292
1797;-64,04;0,0292
1798;-64,02;0,0288
1799;-64;0,0288
1800;-63,98;0,0288
1801;-63,96;0,0288
1802;-63,94;0,0276
1803;-63,92;0,0276
1804;-63,9;0,0276
1805;-63,88;0,0276
1806;-63,86;0,028
1807;-63,84;0,0288
1808;-63,82;0,0288
1809;-63,8;0,0304
1810;-63,78;0,0288
1811;-63,76;0,0292
1812;-63,74;0,028
1813;-63,72;0,0292
1814;-63,7;0,0276
1815;-63,68;0,0292
1816;-63,66;0,0296
1817;-63,64;0,0296
1818;-63,62;0,0296
1819;-63,6;0,0304
1820;-63,58;0,0296
1821;-63,56;0,0296
1822;-63,54;0,0288
1823;-63,52;0,0292
1824;-63,5;0,0292
1825;-63,48;0,0288
1826;-63,46;0,0296
1827;-63,44;0,0292
1828;-63,42;0,0292
1829;-63,4;0,0292
1830;-63,38;0,0288
1831;-63,36;0,0304
1832;-63,34;0,0296
1833;-63,32;0,0304
1834;-63,3;0,0296
1835;-63,28;0,0296
1836;-63,26;0,0296
1837;-63,24;0,0296
1838;-63,22;0,0292
1839;-63,2;0,0304
1840;-63,18;0,0292
1841;-63,16;0,0296
1842;-63,14;0,0292
1843;-63,12;0,0292
1844;-63,1;0,0292
1845;-63,08;0,0296
1846;-63,06;0,0256
1847;-63,04;0,0276
1848;-63,02;0,0248
1849;-63;0,0264
1850;-62,98;0,028
1851;-62,96;0,028
1852;-62,94;0,028
1853;-62,92;0,0288
1854;-62,9;0,0288
1855;-62,88;0,0288
1856;-62,86;0,028
1857;-62,84;0,0276
1858;-62,82;0,0264
1859;-62,8;0,0264
1860;-62,78;0,0248
1861;-62,76;0,0264
1862;-62,74;0,0248
1863;-62,72;0,0264
1864;-62,7;0,0276
1865;-62,68;0,0288
1866;-62,66;0,0288
1867;-62,64;0,0292
1868;-62,62;0,0288
1869;-62,6;0,0292
1870;-62,58;0,0292
1871;-62,56;0,0292
1872;-62,54;0,0288
1873;-62,52;0,0292
1874;-62,5;0,0288
1875;-62,48;0,0288
1876;-62,46;0,0292
1877;-62,44;0,0288
1878;-62,42;0,0292
1879;-62,4;0,0296
1880;-62,38;0,0288
1881;-62,36;0,0296
1882;-62,34;0,0296
1883;-62,32;0,0296
1884;-62,3;0,0292
1885;-62,28;0,0296
1886;-62,26;0,0292
1887;-62,24;0,0296
1888;-62,22;0,0296
1889;-62,2;0,0296
1890;-62,18;0,0296
1891;-62,16;0,0296
1892;-62,14;0,0304
1893;-62,12;0,0304
1894;-62,1;0,0296
1895;-62,08;0,0304
1896;-62,06;0,0292
1897;-62,04;0,0292
1898;-62,02;0,0296
1899;-62;0,0292
1900;-61,98;0,0288
1901;-61,96;0,0296
1902;-61,94;0,0288
1903;-61,92;0,0288
1904;-61,9;0,0288
1905;-61,88;0,0292
1906;-61,86;0,026
1907;-61,84;0,0272
1908;-61,82;0,0248
1909;-61,8;0,0276
1910;-61,78;0,028
1911;-61,76;0,0288
1912;-61,74;0,0288
1913;-61,72;0,0292
1914;-61,7;0,0288
1915;-61,68;0,0292
1916;-61,66;0,0288
1917;-61,64;0,0292
1918;-61,62;0,0292
1919;-61,6;0,0296
1920;-61,58;0,0292
1921;-61,56;0,0288
1922;-61,54;0,0288
1923;-61,52;0,0292
1924;-61,5;0,0292
1925;-61,48;0,0292
1926;-61,46;0,0292
1927;-61,44;0,0292
1928;-61,42;0,0292
1929;-61,4;0,0304
1930;-61,38;0,0288
1931;-61,36;0,0296
1932;-61,34;0,0292
1933;-61,32;0,0292
1934;-61,3;0,0288
1935;-61,28;0,0292
1936;-61,26;0,0288
1937;-61,24;0,0288
1938;-61,22;0,0292
1939;-61,2;0,0292
1940;-61,18;0,0288
1941;-61,16;0,0292
1942;-61,14;0,0288
1943;-61,12;0,0288
1944;-61,1;0,0292
1945;-61,08;0,0288
1946;-61,06;0,0288
1947;-61,04;0,0288
1948;-61,02;0,0288
1949;-61;0,028
1950;-60,98;0,0288
1951;-60,96;0,0292
1952;-60,94;0,0288
1953;-60,92;0,0288
1954;-60,9;0,0288
1955;-60,88;0,0288
1956;-60,86;0,0292
1957;-60,84;0,028
1958;-60,82;0,0288
1959;-60,8;0,0292
1960;-60,78;0,0296
1961;-60,76;0,0296
1962;-60,74;0,028
1963;-60,72;0,028
1964;-60,7;0,028
1965;-60,68;0,0264
1966;-60,66;0,0244
1967;-60,64;0,026
1968;-60,62;0,026
1969;-60,6;0,0276
1970;-60,58;0,0276
1971;-60,56;0,0272
1972;-60,54;0,0276
1973;-60,52;0,0292
1974;-60,5;0,028
1975;-60,48;0,0276
1976;-60,46;0,0264
1977;-60,44;0,0276
1978;-60,42;0,0264
1979;-60,4;0,0276
1980;-60,38;0,028
1981;-60,36;0,028
1982;-60,34;0,0288
1983;-60,32;0,028
1984;-60,3;0,0288
1985;-60,28;0,0288
1986;-60,26;0,028
1987;-60,24;0,028
1988;-60,22;0,0276
1989;-60,2;0,0276
1990;-60,18;0,0276
1991;-60,16;0,028
1992;-60,14;0,0272
1993;-60,12;0,0276
1994;-60,1;0,0276
1995;-60,08;0,0276
1996;-60,06;0,0276
1997;-60,04;0,0276
1998;-60,02;0,0276
1999;-60;0,0276
2000;-59,98;0,0272
2001;-59,96;0,0272
2002;-59,94;0,028
2003;-59,92;0,0276
2004;-59,9;0,028
2005;-59,88;0,0276
2006;-59,86;0,028
2007;-59,84;0,0276
2008;-59,82;0,028
2009;-59,8;0,0276
2010;-59,78;0,0276
2011;-59,76;0,0276
2012;-59,74;0,0276
2013;-59,72;0,0276
2014;-59,7;0,0276
2015;-59,68;0,0276
2016;-59,66;0,0264
2017;-59,64;0,0264
2018;-59,62;0,0276
2019;-59,6;0,0272
2020;-59,58;0,0276
2021;-59,56;0,0272
2022;-59,54;0,0272
2023;-59,52;0,0276
2024;-59,5;0,0276
2025;-59,48;0,0276
2026;-59,46;0,0276
2027;-59,44;0,0276
2028;-59,42;0,0276
2029;-59,4;0,0276
2030;-59,38;0,0276
2031;-59,36;0,0272
2032;-59,34;0,0272
2033;-59,32;0,0276
2034;-59,3;0,0276
2035;-59,28;0,0276
2036;-59,26;0,0276
2037;-59,24;0,0276
2038;-59,22;0,0272
2039;-59,2;0,0272
2040;-59,18;0,0272
2041;-59,16;0,028
2042;-59,14;0,0276
2043;-59,12;0,0272
2044;-59,1;0,0276
2045;-59,08;0,0276
2046;-59,06;0,0276
2047;-59,04;0,0272
2048;-59,02;0,0264
2049;-59;0,0272
2050;-58,98;0,0264
2051;-58,96;0,0272
2052;-58,94;0,0272
2053;-58,92;0,0272
2054;-58,9;0,0272
2055;-58,88;0,0272
2056;-58,86;0,0272
2057;-58,84;0,0276
2058;-58,82;0,0272
2059;-58,8;0,0272
2060;-58,78;0,0272
2061;-58,76;0,0276
2062;-58,74;0,0272
2063;-58,72;0,0272
2064;-58,7;0,0272
2065;-58,68;0,028
2066;-58,66;0,0276
2067;-58,64;0,0276
2068;-58,62;0,0264
2069;-58,6;0,0272
2070;-58,58;0,0264
2071;-58,56;0,0276
2072;-58,54;0,0276
2073;-58,52;0,0276
2074;-58,5;0,028
2075;-58,48;0,028
2076;-58,46;0,0276
2077;-58,44;0,028
2078;-58,42;0,028
2079;-58,4;0,028
2080;-58,38;0,0276
2081;-58,36;0,0276
2082;-58,34;0,0276
2083;-58,32;0,028
2084;-58,3;0,0276
2085;-58,28;0,0276
2086;-58,26;0,0288
2087;-58,24;0,028
2088;-58,22;0,0288
2089;-58,2;0,028
2090;-58,18;0,0288
2091;-58,16;0,0276
2092;-58,14;0,028
2093;-58,12;0,0288
2094;-58,1;0,0292
2095;-58,08;0,0288
2096;-58,06;0,0276
2097;-58,04;0,028
2098;-58,02;0,028
2099;-58;0,028
2100;-57,98;0,028
2101;-57,96;0,028
2102;-57,94;0,028
2103;-57,92;0,028
2104;-57,9;0,0276
2105;-57,88;0,0264
2106;-57,86;0,0264
2107;-57,84;0,0264
2108;-57,82;0,026
2109;-57,8;0,0264
2110;-57,78;0,026
2111;-57,76;0,0264
2112;-57,74;0,0264
2113;-57,72;0,026
2114;-57,7;0,0264
2115;-57,68;0,0264
2116;-57,66;0,026
2117;-57,64;0,0264
2118;-57,62;0,0264
2119;-57,6;0,026
2120;-57,58;0,0272
2121;-57,56;0,0272
2122;-57,54;0,0264
2123;-57,52;0,0272
2124;-57,5;0,0272
2125;-57,48;0,0272
2126;-57,46;0,0264
2127;-57,44;0,0272
2128;-57,42;0,0264
2129;-57,4;0,0276
2130;-57,38;0,0264
2131;-57,36;0,0272
2132;-57,34;0,0264
2133;-57,32;0,028
2134;-57,3;0,0272
2135;-57,28;0,0272
2136;-57,26;0,0272
2137;-57,24;0,0272
2138;-57,22;0,0248
2139;-57,2;0,0248
2140;-57,18;0,026
2141;-57,16;0,026
2142;-57,14;0,0264
2143;-57,12;0,0276
2144;-57,1;0,0272
2145;-57,08;0,0276
2146;-57,06;0,0272
2147;-57,04;0,0272
2148;-57,02;0,0264
2149;-57;0,0272
2150;-56,98;0,0244
2151;-56,96;0,026
2152;-56,94;0,026
2153;-56,92;0,0244
2154;-56,9;0,0248
2155;-56,88;0,0272
2156;-56,86;0,0256
2157;-56,84;0,028
2158;-56,82;0,0276
2159;-56,8;0,028
2160;-56,78;0,0276
2161;-56,76;0,0288
2162;-56,74;0,0276
2163;-56,72;0,0276
2164;-56,7;0,0264
2165;-56,68;0,0272
2166;-56,66;0,028
2167;-56,64;0,0276
2168;-56,62;0,0276
2169;-56,6;0,0276
2170;-56,58;0,0276
2171;-56,56;0,028
2172;-56,54;0,028
2173;-56,52;0,0276
2174;-56,5;0,0288
2175;-56,48;0,028
2176;-56,46;0,0288
2177;-56,44;0,0288
2178;-56,42;0,0288
2179;-56,4;0,028
2180;-56,38;0,0292
2181;-56,36;0,0288
2182;-56,34;0,0288
2183;-56,32;0,0292
2184;-56,3;0,028
2185;-56,28;0,0292
2186;-56,26;0,0296
2187;-56,24;0,0288
2188;-56,22;0,0288
2189;-56,2;0,0292
2190;-56,18;0,028
2191;-56,16;0,0288
2192;-56,14;0,028
2193;-56,12;0,0288
2194;-56,1;0,0288
2195;-56,08;0,0288
2196;-56,06;0,0276
2197;-56,04;0,0272
2198;-56,02;0,0272
2199;-56;0,0276
2200;-55,98;0,0276
2201;-55,96;0,0276
2202;-55,94;0,028
2203;-55,92;0,0276
2204;-55,9;0,0276
2205;-55,88;0,028
2206;-55,86;0,026
2207;-55,84;0,0272
2208;-55,82;0,026
2209;-55,8;0,0276
2210;-55,78;0,0292
2211;-55,76;0,0276
2212;-55,74;0,0276
2213;-55,72;0,0276
2214;-55,7;0,0276
2215;-55,68;0,0276
2216;-55,66;0,0276
2217;-55,64;0,0276
2218;-55,62;0,028
2219;-55,6;0,0288
2220;-55,58;0,0292
2221;-55,56;0,0288
2222;-55,54;0,0292
2223;-55,52;0,028
2224;-55,5;0,0292
2225;-55,48;0,0288
2226;-55,46;0,0288
2227;-55,44;0,0288
2228;-55,42;0,0288
2229;-55,4;0,0288
2230;-55,38;0,0288
2231;-55,36;0,0292
2232;-55,34;0,0244
2233;-55,32;0,028
2234;-55,3;0,0292
2235;-55,28;0,028
2236;-55,26;0,0292
2237;-55,24;0,0288
2238;-55,22;0,0292
2239;-55,2;0,0288
2240;-55,18;0,0288
2241;-55,16;0,0288
2242;-55,14;0,0288
2243;-55,12;0,0288
2244;-55,1;0,0292
2245;-55,08;0,0288
2246;-55,06;0,0292
2247;-55,04;0,0288
2248;-55,02;0,028
2249;-55;0,0288
2250;-54,98;0,0304
2251;-54,96;0,0288
2252;-54,94;0,0288
2253;-54,92;0,0308
2254;-54,9;0,028
2255;-54,88;0,0288
2256;-54,86;0,0288
2257;-54,84;0,0276
