Номер отсчёта;Время, с;Напряжение 1_19.06_lmax, В
7448;48,98;0,0244
7449;49;0,024
7450;49,02;0,0232
7451;49,04;0,0244
7452;49,06;0,0244
7453;49,08;0,0244
7454;49,1;0,0244
7455;49,12;0,0232
7456;49,14;0,0244
7457;49,16;0,024
7458;49,18;0,0244
7459;49,2;0,024
7460;49,22;0,024
7461;49,24;0,0244
7462;49,26;0,0244
7463;49,28;0,0244
7464;49,3;0,024
7465;49,32;0,024
7466;49,34;0,024
7467;49,36;0,0248
7468;49,38;0,0248
7469;49,4;0,0244
7470;49,42;0,0244
7471;49,44;0,0244
7472;49,46;0,024
7473;49,48;0,0232
7474;49,5;0,024
7475;49,52;0,0244
7476;49,54;0,024
7477;49,56;0,0244
7478;49,58;0,0244
7479;49,6;0,0244
7480;49,62;0,0248
7481;49,64;0,024
7482;49,66;0,0244
7483;49,68;0,0244
7484;49,7;0,0244
7485;49,72;0,0244
7486;49,74;0,0244
7487;49,76;0,0244
7488;49,78;0,0244
7489;49,8;0,0248
7490;49,82;0,0244
7491;49,84;0,0232
7492;49,86;0,0244
7493;49,88;0,024
7494;49,9;0,0244
7495;49,92;0,0244
7496;49,94;0,0244
7497;49,96;0,0232
7498;49,98;0,0244
7499;50;0,0248
7500;50,02;0,0244
7501;50,04;0,0212
7502;50,06;0,0244
7503;50,08;0,0248
7504;50,1;0,0244
7505;50,12;0,0244
7506;50,14;0,0248
7507;50,16;0,024
7508;50,18;0,024
7509;50,2;0,024
7510;50,22;0,024
7511;50,24;0,0248
7512;50,26;0,024
7513;50,28;0,0244
7514;50,3;0,0244
7515;50,32;0,0244
7516;50,34;0,0248
7517;50,36;0,0248
7518;50,38;0,0244
7519;50,4;0,0248
7520;50,42;0,0244
7521;50,44;0,0244
7522;50,46;0,0248
7523;50,48;0,024
7524;50,5;0,0232
7525;50,52;0,024
7526;50,54;0,0228
7527;50,56;0,024
7528;50,58;0,0244
7529;50,6;0,0244
7530;50,62;0,024
7531;50,64;0,0244
7532;50,66;0,024
7533;50,68;0,0244
7534;50,7;0,0244
7535;50,72;0,0244
7536;50,74;0,0244
7537;50,76;0,0244
7538;50,78;0,024
7539;50,8;0,0244
7540;50,82;0,0272
7541;50,84;0,0248
7542;50,86;0,024
7543;50,88;0,0244
7544;50,9;0,0244
7545;50,92;0,024
7546;50,94;0,0244
7547;50,96;0,0248
7548;50,98;0,024
7549;51;0,0224
7550;51,02;0,024
7551;51,04;0,0232
7552;51,06;0,0244
7553;51,08;0,0248
7554;51,1;0,0244
7555;51,12;0,0244
7556;51,14;0,0244
7557;51,16;0,024
7558;51,18;0,0244
7559;51,2;0,024
7560;51,22;0,0244
7561;51,24;0,024
7562;51,26;0,0244
7563;51,28;0,0232
7564;51,3;0,0244
7565;51,32;0,024
7566;51,34;0,0244
7567;51,36;0,024
7568;51,38;0,0244
7569;51,4;0,0244
7570;51,42;0,0248
7571;51,44;0,024
7572;51,46;0,024
7573;51,48;0,0228
7574;51,5;0,024
7575;51,52;0,024
7576;51,54;0,0244
7577;51,56;0,024
7578;51,58;0,0244
7579;51,6;0,0244
7580;51,62;0,0248
7581;51,64;0,0244
7582;51,66;0,0248
7583;51,68;0,0248
7584;51,7;0,0248
7585;51,72;0,0248
7586;51,74;0,024
7587;51,76;0,0232
7588;51,78;0,024
7589;51,8;0,024
7590;51,82;0,0232
7591;51,84;0,0228
7592;51,86;0,024
7593;51,88;0,024
7594;51,9;0,0244
7595;51,92;0,024
7596;51,94;0,024
7597;51,96;0,026
7598;51,98;0,024
7599;52;0,0244
7600;52,02;0,0244
7601;52,04;0,0244
7602;52,06;0,0244
7603;52,08;0,024
7604;52,1;0,0244
7605;52,12;0,0244
7606;52,14;0,0244
7607;52,16;0,0248
7608;52,18;0,0244
7609;52,2;0,0244
7610;52,22;0,0244
7611;52,24;0,024
7612;52,26;0,024
7613;52,28;0,0244
7614;52,3;0,024
7615;52,32;0,0244
7616;52,34;0,024
7617;52,36;0,0244
7618;52,38;0,0244
7619;52,4;0,0264
7620;52,42;0,0244
7621;52,44;0,024
7622;52,46;0,024
7623;52,48;0,024
7624;52,5;0,0256
7625;52,52;0,0248
7626;52,54;0,0248
7627;52,56;0,0256
7628;52,58;0,0248
7629;52,6;0,0244
7630;52,62;0,0244
7631;52,64;0,0244
7632;52,66;0,0248
7633;52,68;0,0244
7634;52,7;0,0244
7635;52,72;0,0248
7636;52,74;0,0248
7637;52,76;0,0244
7638;52,78;0,0244
7639;52,8;0,0248
7640;52,82;0,0248
7641;52,84;0,0244
7642;52,86;0,0248
7643;52,88;0,0244
7644;52,9;0,0248
7645;52,92;0,0244
7646;52,94;0,0244
7647;52,96;0,0248
7648;52,98;0,0248
7649;53;0,0244
7650;53,02;0,0244
7651;53,04;0,0248
7652;53,06;0,024
7653;53,08;0,0232
7654;53,1;0,024
7655;53,12;0,0244
7656;53,14;0,0248
7657;53,16;0,0248
7658;53,18;0,0248
7659;53,2;0,0248
7660;53,22;0,0248
7661;53,24;0,0244
7662;53,26;0,0244
7663;53,28;0,024
7664;53,3;0,0244
7665;53,32;0,0248
7666;53,34;0,0248
7667;53,36;0,0244
7668;53,38;0,0248
7669;53,4;0,024
7670;53,42;0,0244
7671;53,44;0,0244
7672;53,46;0,024
7673;53,48;0,024
7674;53,5;0,0248
7675;53,52;0,024
7676;53,54;0,0244
7677;53,56;0,0244
7678;53,58;0,0248
7679;53,6;0,0244
7680;53,62;0,0248
7681;53,64;0,0244
7682;53,66;0,0244
7683;53,68;0,024
7684;53,7;0,0248
7685;53,72;0,024
7686;53,74;0,0244
7687;53,76;0,024
7688;53,78;0,024
7689;53,8;0,024
7690;53,82;0,0244
7691;53,84;0,0244
7692;53,86;0,024
7693;53,88;0,024
7694;53,9;0,0244
7695;53,92;0,024
7696;53,94;0,0244
7697;53,96;0,0244
7698;53,98;0,0248
7699;54;0,0244
7700;54,02;0,0248
7701;54,04;0,0244
7702;54,06;0,0248
7703;54,08;0,024
7704;54,1;0,0244
7705;54,12;0,024
7706;54,14;0,0244
7707;54,16;0,0244
7708;54,18;0,024
7709;54,2;0,0244
7710;54,22;0,0244
7711;54,24;0,024
7712;54,26;0,0244
7713;54,28;0,0244
7714;54,3;0,024
7715;54,32;0,0248
7716;54,34;0,0244
7717;54,36;0,0244
7718;54,38;0,0244
7719;54,4;0,024
7720;54,42;0,0244
7721;54,44;0,024
7722;54,46;0,0248
7723;54,48;0,024
7724;54,5;0,0244
7725;54,52;0,0244
7726;54,54;0,0244
7727;54,56;0,024
7728;54,58;0,0244
7729;54,6;0,0244
7730;54,62;0,0244
7731;54,64;0,0244
7732;54,66;0,024
7733;54,68;0,024
7734;54,7;0,024
7735;54,72;0,0244
7736;54,74;0,024
7737;54,76;0,024
7738;54,78;0,0244
7739;54,8;0,0232
7740;54,82;0,024
7741;54,84;0,024
7742;54,86;0,0248
7743;54,88;0,024
7744;54,9;0,0244
7745;54,92;0,024
7746;54,94;0,024
7747;54,96;0,024
7748;54,98;0,0244
7749;55;0,024
7750;55,02;0,0232
7751;55,04;0,024
7752;55,06;0,0244
7753;55,08;0,024
7754;55,1;0,0248
7755;55,12;0,0248
7756;55,14;0,0244
7757;55,16;0,0244
7758;55,18;0,024
7759;55,2;0,0244
7760;55,22;0,024
7761;55,24;0,0244
7762;55,26;0,0244
7763;55,28;0,0244
7764;55,3;0,024
7765;55,32;0,024
7766;55,34;0,0244
7767;55,36;0,0248
7768;55,38;0,0248
7769;55,4;0,0248
7770;55,42;0,0248
7771;55,44;0,0244
7772;55,46;0,0248
7773;55,48;0,0256
7774;55,5;0,0248
7775;55,52;0,0248
7776;55,54;0,0248
7777;55,56;0,0244
7778;55,58;0,0248
7779;55,6;0,0248
7780;55,62;0,0248
7781;55,64;0,0244
7782;55,66;0,0248
7783;55,68;0,024
7784;55,7;0,0256
7785;55,72;0,0256
7786;55,74;0,0256
7787;55,76;0,0256
7788;55,78;0,0256
7789;55,8;0,0256
7790;55,82;0,0248
7791;55,84;0,0256
7792;55,86;0,0256
7793;55,88;0,0244
7794;55,9;0,0248
7795;55,92;0,0248
7796;55,94;0,0256
7797;55,96;0,0244
7798;55,98;0,0248
7799;56;0,024
7800;56,02;0,024
7801;56,04;0,024
7802;56,06;0,0244
7803;56,08;0,0232
7804;56,1;0,024
7805;56,12;0,0232
7806;56,14;0,0232
7807;56,16;0,0232
7808;56,18;0,0232
7809;56,2;0,0232
7810;56,22;0,0232
7811;56,24;0,0232
7812;56,26;0,024
7813;56,28;0,024
7814;56,3;0,0232
7815;56,32;0,0232
7816;56,34;0,024
7817;56,36;0,024
7818;56,38;0,0232
7819;56,4;0,0228
7820;56,42;0,0232
7821;56,44;0,0232
7822;56,46;0,024
7823;56,48;0,0228
7824;56,5;0,0232
7825;56,52;0,0228
7826;56,54;0,0232
7827;56,56;0,0228
7828;56,58;0,0232
7829;56,6;0,0232
7830;56,62;0,024
7831;56,64;0,0228
7832;56,66;0,024
7833;56,68;0,0228
7834;56,7;0,0232
7835;56,72;0,0228
7836;56,74;0,0228
7837;56,76;0,0232
7838;56,78;0,0244
7839;56,8;0,0232
7840;56,82;0,024
7841;56,84;0,0232
7842;56,86;0,0232
7843;56,88;0,0232
7844;56,9;0,0232
7845;56,92;0,0232
7846;56,94;0,0232
7847;56,96;0,0228
7848;56,98;0,0232
7849;57;0,0232
7850;57,02;0,0228
7851;57,04;0,0228
7852;57,06;0,0232
7853;57,08;0,0232
7854;57,1;0,0228
7855;57,12;0,0228
7856;57,14;0,0232
7857;57,16;0,0232
7858;57,18;0,0228
7859;57,2;0,0232
7860;57,22;0,0232
7861;57,24;0,024
7862;57,26;0,0228
7863;57,28;0,0232
7864;57,3;0,0232
7865;57,32;0,0232
7866;57,34;0,0232
7867;57,36;0,0232
7868;57,38;0,024
7869;57,4;0,0232
7870;57,42;0,0232
7871;57,44;0,0228
7872;57,46;0,0232
7873;57,48;0,0232
7874;57,5;0,0228
7875;57,52;0,0228
7876;57,54;0,0232
7877;57,56;0,0232
7878;57,58;0,0232
7879;57,6;0,0232
7880;57,62;0,0232
7881;57,64;0,0232
7882;57,66;0,0228
7883;57,68;0,0228
7884;57,7;0,0232
7885;57,72;0,0232
7886;57,74;0,024
7887;57,76;0,0228
7888;57,78;0,024
7889;57,8;0,0232
7890;57,82;0,024
7891;57,84;0,024
7892;57,86;0,024
7893;57,88;0,0232
7894;57,9;0,024
7895;57,92;0,0232
7896;57,94;0,0244
7897;57,96;0,0244
7898;57,98;0,024
7899;58;0,0244
7900;58,02;0,0248
7901;58,04;0,0244
7902;58,06;0,024
7903;58,08;0,0244
7904;58,1;0,0244
7905;58,12;0,0248
7906;58,14;0,0244
7907;58,16;0,024
7908;58,18;0,024
7909;58,2;0,024
7910;58,22;0,0244
7911;58,24;0,024
7912;58,26;0,024
7913;58,28;0,0232
7914;58,3;0,0244
7915;58,32;0,024
7916;58,34;0,0244
7917;58,36;0,024
7918;58,38;0,0244
7919;58,4;0,024
7920;58,42;0,0244
7921;58,44;0,024
7922;58,46;0,024
7923;58,48;0,0244
7924;58,5;0,0232
7925;58,52;0,024
7926;58,54;0,024
7927;58,56;0,0232
7928;58,58;0,0244
7929;58,6;0,0244
7930;58,62;0,024
7931;58,64;0,024
7932;58,66;0,024
7933;58,68;0,024
7934;58,7;0,0232
7935;58,72;0,024
7936;58,74;0,0244
7937;58,76;0,0232
7938;58,78;0,0244
7939;58,8;0,024
7940;58,82;0,0244
7941;58,84;0,0232
7942;58,86;0,024
7943;58,88;0,0244
7944;58,9;0,0244
7945;58,92;0,024
7946;58,94;0,0244
7947;58,96;0,0232
7948;58,98;0,024
7949;59;0,0244
7950;59,02;0,0244
7951;59,04;0,024
7952;59,06;0,0244
7953;59,08;0,024
7954;59,1;0,0244
7955;59,12;0,0232
7956;59,14;0,0244
7957;59,16;0,024
7958;59,18;0,0244
7959;59,2;0,0244
7960;59,22;0,024
7961;59,24;0,0244
7962;59,26;0,0232
7963;59,28;0,024
7964;59,3;0,0244
7965;59,32;0,024
7966;59,34;0,024
7967;59,36;0,0232
7968;59,38;0,0244
7969;59,4;0,024
7970;59,42;0,024
7971;59,44;0,0232
7972;59,46;0,024
7973;59,48;0,0224
7974;59,5;0,0232
7975;59,52;0,0232
7976;59,54;0,0232
7977;59,56;0,0228
7978;59,58;0,024
7979;59,6;0,024
7980;59,62;0,024
7981;59,64;0,024
7982;59,66;0,024
7983;59,68;0,024
7984;59,7;0,024
7985;59,72;0,0232
7986;59,74;0,024
7987;59,76;0,024
7988;59,78;0,0244
7989;59,8;0,024
7990;59,82;0,024
7991;59,84;0,0244
7992;59,86;0,024
7993;59,88;0,0232
7994;59,9;0,024
7995;59,92;0,024
7996;59,94;0,024
7997;59,96;0,0232
7998;59,98;0,0232
7999;60;0,024
8000;60,02;0,024
8001;60,04;0,0232
8002;60,06;0,024
8003;60,08;0,024
8004;60,1;0,024
8005;60,12;0,024
8006;60,14;0,024
8007;60,16;0,0232
8008;60,18;0,0232
8009;60,2;0,0232
8010;60,22;0,024
8011;60,24;0,0232
8012;60,26;0,0232
8013;60,28;0,024
8014;60,3;0,0232
8015;60,32;0,0228
8016;60,34;0,0244
8017;60,36;0,0232
8018;60,38;0,024
8019;60,4;0,024
8020;60,42;0,024
8021;60,44;0,024
8022;60,46;0,0232
8023;60,48;0,0228
8024;60,5;0,0232
8025;60,52;0,0244
8026;60,54;0,024
8027;60,56;0,024
8028;60,58;0,024
8029;60,6;0,0232
8030;60,62;0,024
8031;60,64;0,024
8032;60,66;0,0232
8033;60,68;0,0232
8034;60,7;0,024
8035;60,72;0,0232
8036;60,74;0,0232
8037;60,76;0,0232
8038;60,78;0,0232
8039;60,8;0,0232
8040;60,82;0,0244
8041;60,84;0,024
8042;60,86;0,0244
8043;60,88;0,0232
8044;60,9;0,0232
8045;60,92;0,0232
8046;60,94;0,024
8047;60,96;0,0232
8048;60,98;0,024
8049;61;0,024
8050;61,02;0,024
8051;61,04;0,0244
8052;61,06;0,024
8053;61,08;0,0232
8054;61,1;0,024
8055;61,12;0,024
8056;61,14;0,024
8057;61,16;0,024
8058;61,18;0,024
8059;61,2;0,0232
8060;61,22;0,024
8061;61,24;0,0232
8062;61,26;0,024
8063;61,28;0,0232
8064;61,3;0,0244
8065;61,32;0,024
8066;61,34;0,024
8067;61,36;0,0232
8068;61,38;0,0232
8069;61,4;0,0228
8070;61,42;0,0228
8071;61,44;0,0232
8072;61,46;0,0232
8073;61,48;0,0228
8074;61,5;0,0232
8075;61,52;0,024
8076;61,54;0,024
8077;61,56;0,0228
8078;61,58;0,024
8079;61,6;0,0228
8080;61,62;0,0228
8081;61,64;0,0228
8082;61,66;0,0232
8083;61,68;0,0232
8084;61,7;0,024
8085;61,72;0,0232
8086;61,74;0,0244
8087;61,76;0,0228
8088;61,78;0,024
8089;61,8;0,024
8090;61,82;0,024
8091;61,84;0,0232
8092;61,86;0,0244
8093;61,88;0,0224
8094;61,9;0,0232
8095;61,92;0,024
8096;61,94;0,0244
8097;61,96;0,0232
8098;61,98;0,0232
8099;62;0,024
8100;62,02;0,024
8101;62,04;0,0232
8102;62,06;0,0232
8103;62,08;0,0232
8104;62,1;0,0232
8105;62,12;0,0224
8106;62,14;0,024
8107;62,16;0,0232
8108;62,18;0,024
8109;62,2;0,024
8110;62,22;0,024
8111;62,24;0,0232
8112;62,26;0,0244
8113;62,28;0,0244
8114;62,3;0,0244
8115;62,32;0,024
8116;62,34;0,024
8117;62,36;0,024
8118;62,38;0,024
8119;62,4;0,0232
8120;62,42;0,024
8121;62,44;0,0232
8122;62,46;0,024
8123;62,48;0,024
8124;62,5;0,024
8125;62,52;0,024
8126;62,54;0,0232
8127;62,56;0,024
8128;62,58;0,024
8129;62,6;0,0244
8130;62,62;0,0244
8131;62,64;0,0244
8132;62,66;0,024
8133;62,68;0,0232
8134;62,7;0,0232
8135;62,72;0,024
8136;62,74;0,0244
8137;62,76;0,024
8138;62,78;0,0248
8139;62,8;0,024
8140;62,82;0,024
8141;62,84;0,0244
8142;62,86;0,0244
8143;62,88;0,0232
8144;62,9;0,024
8145;62,92;0,024
8146;62,94;0,0232
8147;62,96;0,024
8148;62,98;0,024
8149;63;0,0232
8150;63,02;0,024
8151;63,04;0,024
8152;63,06;0,024
8153;63,08;0,0244
8154;63,1;0,024
8155;63,12;0,024
8156;63,14;0,0232
8157;63,16;0,024
8158;63,18;0,0244
8159;63,2;0,0232
8160;63,22;0,0232
8161;63,24;0,024
8162;63,26;0,0244
8163;63,28;0,0232
8164;63,3;0,0232
8165;63,32;0,0232
8166;63,34;0,024
8167;63,36;0,0232
8168;63,38;0,0228
8169;63,4;0,0232
8170;63,42;0,0232
8171;63,44;0,0228
8172;63,46;0,0228
8173;63,48;0,0228
8174;63,5;0,0232
8175;63,52;0,024
8176;63,54;0,024
8177;63,56;0,0232
8178;63,58;0,024
8179;63,6;0,0232
8180;63,62;0,024
8181;63,64;0,0232
8182;63,66;0,0244
8183;63,68;0,0232
8184;63,7;0,0244
8185;63,72;0,0232
8186;63,74;0,0232
8187;63,76;0,024
8188;63,78;0,024
8189;63,8;0,0244
8190;63,82;0,0232
8191;63,84;0,0232
8192;63,86;0,024
8193;63,88;0,0228
8194;63,9;0,024
8195;63,92;0,024
8196;63,94;0,024
8197;63,96;0,024
8198;63,98;0,0244
8199;64;0,0244
8200;64,02;0,0244
8201;64,04;0,024
8202;64,06;0,0248
8203;64,08;0,024
8204;64,1;0,0248
8205;64,12;0,0244
8206;64,14;0,0244
8207;64,16;0,0244
8208;64,18;0,0244
8209;64,2;0,024
8210;64,22;0,024
8211;64,24;0,024
8212;64,26;0,024
8213;64,28;0,0228
8214;64,3;0,024
8215;64,32;0,024
8216;64,34;0,024
8217;64,36;0,024
8218;64,38;0,024
8219;64,4;0,0232
8220;64,42;0,024
8221;64,44;0,0232
8222;64,46;0,0248
8223;64,48;0,0244
8224;64,5;0,0244
8225;64,52;0,024
8226;64,54;0,0244
8227;64,56;0,0244
8228;64,58;0,0248
8229;64,6;0,0248
8230;64,62;0,0244
8231;64,64;0,0244
8232;64,66;0,0244
8233;64,68;0,0244
8234;64,7;0,0256
8235;64,72;0,0248
8236;64,74;0,0248
8237;64,76;0,0244
8238;64,78;0,0248
8239;64,8;0,0244
8240;64,82;0,0244
8241;64,84;0,0244
8242;64,86;0,0248
8243;64,88;0,0248
8244;64,9;0,0248
8245;64,92;0,0248
8246;64,94;0,0248
8247;64,96;0,0248
8248;64,98;0,0248
8249;65;0,0248
8250;65,02;0,0256
8251;65,04;0,0256
8252;65,06;0,0256
8253;65,08;0,0248
8254;65,1;0,0248
8255;65,12;0,0244
8256;65,14;0,0256
8257;65,16;0,0248
8258;65,18;0,0256
8259;65,2;0,0256
8260;65,22;0,0256
8261;65,24;0,0244
8262;65,26;0,0256
8263;65,28;0,0248
8264;65,3;0,0256
8265;65,32;0,0244
8266;65,34;0,0248
8267;65,36;0,0244
8268;65,38;0,0256
8269;65,4;0,0248
8270;65,42;0,0248
8271;65,44;0,0256
8272;65,46;0,026
8273;65,48;0,0248
8274;65,5;0,0248
8275;65,52;0,0248
8276;65,54;0,0248
8277;65,56;0,0248
8278;65,58;0,0248
8279;65,6;0,0256
8280;65,62;0,0256
8281;65,64;0,0256
8282;65,66;0,0256
8283;65,68;0,0256
8284;65,7;0,0256
8285;65,72;0,0256
8286;65,74;0,0248
8287;65,76;0,0248
8288;65,78;0,0244
8289;65,8;0,0248
8290;65,82;0,0256
8291;65,84;0,0256
8292;65,86;0,026
8293;65,88;0,0256
8294;65,9;0,0256
8295;65,92;0,0248
8296;65,94;0,0256
8297;65,96;0,0244
8298;65,98;0,0248
8299;66;0,0256
8300;66,02;0,0256
8301;66,04;0,0248
8302;66,06;0,0248
8303;66,08;0,0248
8304;66,1;0,0256
8305;66,12;0,0244
8306;66,14;0,0248
8307;66,16;0,0244
8308;66,18;0,0244
8309;66,2;0,024
8310;66,22;0,0248
8311;66,24;0,024
8312;66,26;0,0248
8313;66,28;0,0244
8314;66,3;0,0244
8315;66,32;0,0256
8316;66,34;0,0248
8317;66,36;0,024
8318;66,38;0,0256
8319;66,4;0,026
8320;66,42;0,0272
8321;66,44;0,0272
8322;66,46;0,0276
8323;66,48;0,0272
8324;66,5;0,0288
8325;66,52;0,028
8326;66,54;0,0288
8327;66,56;0,0292
8328;66,58;0,0292
8329;66,6;0,0292
8330;66,62;0,0304
8331;66,64;0,0308
8332;66,66;0,0304
8333;66,68;0,0312
8334;66,7;0,0324
8335;66,72;0,0324
8336;66,74;0,0336
8337;66,76;0,034
8338;66,78;0,0356
8339;66,8;0,036
8340;66,82;0,0372
8341;66,84;0,0376
8342;66,86;0,0384
8343;66,88;0,0384
8344;66,9;0,04
8345;66,92;0,0416
8346;66,94;0,0416
8347;66,96;0,0432
8348;66,98;0,0436
8349;67;0,0448
8350;67,02;0,0464
8351;67,04;0,0456
8352;67,06;0,0472
8353;67,08;0,048
8354;67,1;0,0488
8355;67,12;0,0496
8356;67,14;0,0504
8357;67,16;0,052
8358;67,18;0,052
8359;67,2;0,0532
8360;67,22;0,054
8361;67,24;0,0556
8362;67,26;0,0556
8363;67,28;0,0564
8364;67,3;0,0568
8365;67,32;0,058
8366;67,34;0,058
8367;67,36;0,0588
8368;67,38;0,0596
8369;67,4;0,0604
8370;67,42;0,06
8371;67,44;0,0604
8372;67,46;0,0612
8373;67,48;0,0612
8374;67,5;0,062
8375;67,52;0,0616
8376;67,54;0,062
8377;67,56;0,0628
8378;67,58;0,0632
8379;67,6;0,0632
8380;67,62;0,0628
8381;67,64;0,0616
8382;67,66;0,06
8383;67,68;0,0612
8384;67,7;0,0604
8385;67,72;0,0596
8386;67,74;0,0596
8387;67,76;0,0596
8388;67,78;0,0588
8389;67,8;0,0588
8390;67,82;0,0572
8391;67,84;0,0568
8392;67,86;0,0568
8393;67,88;0,0568
8394;67,9;0,0564
8395;67,92;0,0556
8396;67,94;0,0548
8397;67,96;0,054
8398;67,98;0,0532
8399;68;0,0532
8400;68,02;0,0524
8401;68,04;0,052
8402;68,06;0,0524
8403;68,08;0,0516
8404;68,1;0,0512
8405;68,12;0,0504
8406;68,14;0,05
8407;68,16;0,0496
8408;68,18;0,05
8409;68,2;0,05
8410;68,22;0,0504
8411;68,24;0,0516
8412;68,26;0,0516
8413;68,28;0,052
8414;68,3;0,052
8415;68,32;0,052
8416;68,34;0,052
8417;68,36;0,0516
8418;68,38;0,0512
8419;68,4;0,0504
8420;68,42;0,0516
8421;68,44;0,0512
8422;68,46;0,05
8423;68,48;0,0504
8424;68,5;0,05
8425;68,52;0,0496
8426;68,54;0,0484
8427;68,56;0,0488
8428;68,58;0,0488
8429;68,6;0,0488
8430;68,62;0,0484
8431;68,64;0,048
8432;68,66;0,048
8433;68,68;0,048
8434;68,7;0,0472
8435;68,72;0,0468
8436;68,74;0,0468
8437;68,76;0,0464
8438;68,78;0,0456
8439;68,8;0,0452
8440;68,82;0,0448
8441;68,84;0,0448
8442;68,86;0,044
8443;68,88;0,044
8444;68,9;0,0436
8445;68,92;0,0436
8446;68,94;0,0436
8447;68,96;0,0432
8448;68,98;0,0424
8449;69;0,0424
8450;69,02;0,042
8451;69,04;0,0416
8452;69,06;0,042
8453;69,08;0,0416
8454;69,1;0,0408
8455;69,12;0,0416
8456;69,14;0,0408
8457;69,16;0,0408
8458;69,18;0,0404
8459;69,2;0,0408
8460;69,22;0,0404
8461;69,24;0,04
8462;69,26;0,04
8463;69,28;0,0404
8464;69,3;0,04
8465;69,32;0,04
8466;69,34;0,0392
8467;69,36;0,0392
8468;69,38;0,04
8469;69,4;0,0392
8470;69,42;0,0392
8471;69,44;0,0392
8472;69,46;0,0392
8473;69,48;0,0392
8474;69,5;0,0384
8475;69,52;0,0388
8476;69,54;0,0384
8477;69,56;0,0384
8478;69,58;0,0388
8479;69,6;0,0376
8480;69,62;0,0384
8481;69,64;0,0384
8482;69,66;0,0384
8483;69,68;0,0384
8484;69,7;0,0376
8485;69,72;0,0376
8486;69,74;0,0376
8487;69,76;0,0376
8488;69,78;0,0372
8489;69,8;0,0384
8490;69,82;0,0388
8491;69,84;0,0376
8492;69,86;0,0376
8493;69,88;0,0376
8494;69,9;0,0376
8495;69,92;0,0372
8496;69,94;0,0384
8497;69,96;0,0372
8498;69,98;0,0368
8499;70;0,0372
8500;70,02;0,0372
8501;70,04;0,0368
8502;70,06;0,0372
8503;70,08;0,0368
8504;70,1;0,0368
8505;70,12;0,0368
8506;70,14;0,0368
8507;70,16;0,0372
8508;70,18;0,0368
8509;70,2;0,036
8510;70,22;0,0368
8511;70,24;0,036
8512;70,26;0,0368
8513;70,28;0,0356
8514;70,3;0,036
8515;70,32;0,036
8516;70,34;0,0368
8517;70,36;0,036
8518;70,38;0,0372
8519;70,4;0,036
8520;70,42;0,036
8521;70,44;0,036
8522;70,46;0,0352
8523;70,48;0,036
8524;70,5;0,0368
8525;70,52;0,0356
8526;70,54;0,0352
8527;70,56;0,0352
8528;70,58;0,036
8529;70,6;0,0356
8530;70,62;0,036
8531;70,64;0,0356
8532;70,66;0,0356
8533;70,68;0,0352
8534;70,7;0,0352
8535;70,72;0,0352
8536;70,74;0,0352
8537;70,76;0,0352
8538;70,78;0,0352
8539;70,8;0,0352
8540;70,82;0,0356
8541;70,84;0,0352
8542;70,86;0,0352
8543;70,88;0,0352
8544;70,9;0,0352
8545;70,92;0,0352
8546;70,94;0,0352
8547;70,96;0,0352
8548;70,98;0,0352
8549;71;0,0344
8550;71,02;0,0344
8551;71,04;0,0352
8552;71,06;0,0352
8553;71,08;0,0344
8554;71,1;0,0344
8555;71,12;0,0352
8556;71,14;0,0344
8557;71,16;0,0344
8558;71,18;0,036
8559;71,2;0,0344
8560;71,22;0,0352
8561;71,24;0,0352
8562;71,26;0,0344
8563;71,28;0,0344
8564;71,3;0,0344
8565;71,32;0,0344
8566;71,34;0,0344
8567;71,36;0,0344
8568;71,38;0,0344
8569;71,4;0,0352
8570;71,42;0,0352
8571;71,44;0,034
8572;71,46;0,034
8573;71,48;0,034
8574;71,5;0,0352
8575;71,52;0,034
8576;71,54;0,0344
8577;71,56;0,034
8578;71,58;0,034
8579;71,6;0,0344
8580;71,62;0,034
8581;71,64;0,034
8582;71,66;0,0344
8583;71,68;0,0344
8584;71,7;0,0344
8585;71,72;0,0344
8586;71,74;0,034
8587;71,76;0,034
8588;71,78;0,034
8589;71,8;0,034
8590;71,82;0,034
8591;71,84;0,0328
8592;71,86;0,0328
8593;71,88;0,0312
8594;71,9;0,0324
8595;71,92;0,0328
8596;71,94;0,0344
8597;71,96;0,0344
8598;71,98;0,0344
8599;72;0,034
8600;72,02;0,0336
8601;72,04;0,0336
8602;72,06;0,034
8603;72,08;0,0328
8604;72,1;0,0336
8605;72,12;0,0336
8606;72,14;0,0336
8607;72,16;0,0328
8608;72,18;0,0336
8609;72,2;0,0336
8610;72,22;0,0328
8611;72,24;0,0328
8612;72,26;0,0336
8613;72,28;0,0328
8614;72,3;0,0336
8615;72,32;0,0336
8616;72,34;0,0336
8617;72,36;0,0328
8618;72,38;0,0336
8619;72,4;0,0328
8620;72,42;0,0328
8621;72,44;0,0336
8622;72,46;0,034
8623;72,48;0,0328
8624;72,5;0,0336
8625;72,52;0,0324
8626;72,54;0,0328
8627;72,56;0,0328
8628;72,58;0,0328
8629;72,6;0,0328
8630;72,62;0,0328
8631;72,64;0,0336
8632;72,66;0,034
8633;72,68;0,0328
8634;72,7;0,0336
8635;72,72;0,0336
8636;72,74;0,034
8637;72,76;0,0324
8638;72,78;0,0328
8639;72,8;0,0324
8640;72,82;0,0324
8641;72,84;0,0324
8642;72,86;0,0328
8643;72,88;0,0328
